SESSION_DATE,BROWSER,SESSIONS,VISITORS
2026-03-18,Facebook Mobile,1,1
2026-03-18,Yandex Browser,1,1
2026-03-18,OBS Studio,1,1
2026-03-18,aweme,1,1
2026-03-19,Chrome,25676,25382
2026-03-19,,304,304
2026-03-19,Mobile Safari,279,241
2026-03-19,Safari,239,211
2026-03-19,Microsoft Edge,197,176
2026-03-19,Firefox,191,168
2026-03-19,Chrome Mobile,140,137
2026-03-19,Headless Chrome,67,66
2026-03-19,Mozilla,59,59
2026-03-19,Chrome Webview,47,46
2026-03-19,Snapchat,37,37
2026-03-19,Daum,35,35
2026-03-19,Facebook,35,35
2026-03-19,WeChat,34,34
2026-03-19,Chrome iOS,33,28
2026-03-19,Microsoft Start,26,26
2026-03-19,Opera,24,23
2026-03-19,Android Browser,16,12
2026-03-19,Firefox Mobile,9,8
2026-03-19,Chrome Mobile iOS,7,7
2026-03-19,Samsung Internet,7,7
2026-03-19,UC Browser,6,5
2026-03-19,Google Search App,5,5
2026-03-19,Quark,5,5
2026-03-19,QQ Browser,5,5
2026-03-19,Opera Mobile,4,4
2026-03-19,Brave,3,3
2026-03-19,Norton Private Browser,3,3
2026-03-19,Naver,3,3
2026-03-19,Huawei Browser Mobile,3,3
2026-03-19,LinkedIn,3,3
2026-03-19,Zalo,2,1
2026-03-19,OkHttp,2,2
2026-03-19,Samsung Browser,2,2
2026-03-19,vivo Browser,2,2
2026-03-19,Lenovo Browser,1,1
2026-03-19,Android Mobile,1,1
2026-03-19,Facebook Mobile,1,1
2026-03-19,NewsArticle App,1,1
2026-03-19,Smart Lenovo Browser,1,1
2026-03-19,HeyTapBrowser,1,1
2026-03-19,Sogou Explorer,1,1
2026-03-20,Chrome,10378,10162
2026-03-20,,355,348
2026-03-20,Mobile Safari,279,252
2026-03-20,Safari,198,174
2026-03-20,Chrome Mobile,153,148
2026-03-20,Microsoft Edge,149,129
2026-03-20,Firefox,136,130
2026-03-20,Mozilla,55,55
2026-03-20,Chrome Webview,43,42
2026-03-20,WeChat,42,42
2026-03-20,Opera,39,35
2026-03-20,Snapchat,34,34
2026-03-20,Daum,28,28
2026-03-20,Facebook,23,23
2026-03-20,Microsoft Start,21,21
2026-03-20,Chrome iOS,18,15
2026-03-20,Android Browser,16,14
2026-03-20,Headless Chrome,15,15
2026-03-20,Samsung Internet,13,13
2026-03-20,Firefox Mobile,12,8
2026-03-20,QQ Browser,8,8
2026-03-20,Huawei Browser Mobile,7,7
2026-03-20,Chrome Mobile iOS,6,6
2026-03-20,NewsArticle App,6,6
2026-03-20,OkHttp,5,5
2026-03-20,Brave,3,2
2026-03-20,UC Browser,3,3
2026-03-20,Samsung Browser,3,2
2026-03-20,Google Search App,3,3
2026-03-20,Quark,2,2
2026-03-20,Smart Lenovo Browser,2,1
2026-03-20,Avast Secure Browser,2,2
2026-03-20,HeyTapBrowser,2,2
2026-03-20,Firefox iOS,2,2
2026-03-20,Naver,2,2
2026-03-20,Norton Private Browser,2,1
2026-03-20,vivo Browser,2,2
2026-03-20,Facebook Mobile,1,1
2026-03-20,QtWebEngine,1,1
2026-03-20,MIUI Browser,1,1
2026-03-20,Opera Mobile,1,1
2026-03-20,OBS Studio,1,1
2026-03-20,AVG Secure Browser,1,1
2026-03-20,Spotify,1,1
2026-03-21,Chrome,5285,5166
2026-03-21,,308,301
2026-03-21,Mobile Safari,268,245
2026-03-21,Safari,163,152
2026-03-21,Chrome Mobile,141,138
2026-03-21,Firefox,116,105
2026-03-21,Microsoft Edge,108,99
2026-03-21,Mozilla,41,41
2026-03-21,WeChat,41,41
2026-03-21,Facebook,36,36
2026-03-21,Daum,33,33
2026-03-21,Snapchat,33,33
2026-03-21,Opera,32,28
2026-03-21,Microsoft Start,30,30
2026-03-21,Chrome Webview,24,24
2026-03-21,Android Browser,18,17
2026-03-21,Chrome iOS,17,8
2026-03-21,Samsung Internet,12,10
2026-03-21,Internet Explorer,11,11
2026-03-21,QQ Browser,8,8
2026-03-21,Huawei Browser Mobile,7,7
2026-03-21,Naver,6,6
2026-03-21,Firefox Mobile,5,4
2026-03-21,Opera Mobile,4,4
2026-03-21,Samsung Browser,4,4
2026-03-21,Chrome Mobile iOS,3,3
2026-03-21,vivo Browser,3,3
2026-03-21,UC Browser,2,2
2026-03-21,Quark,2,2
2026-03-21,OkHttp,2,2
2026-03-21,Sogou Explorer,2,2
2026-03-21,Facebook Mobile,2,2
2026-03-21,LinkedIn,1,1
2026-03-21,Brave,1,1
2026-03-21,AVG Secure Browser,1,1
2026-03-21,MIUI Browser,1,1
2026-03-21,Android Mobile,1,1
2026-03-21,Headless Chrome,1,1
2026-03-21,aweme,1,1
2026-03-21,OBS Studio,1,1
2026-03-21,NewsArticle App,1,1
2026-03-21,Google Search App,1,1
2026-03-21,Opera GX,1,1
2026-03-22,Chrome,4710,4586
2026-03-22,,338,332
2026-03-22,Mobile Safari,232,222
2026-03-22,Chrome Mobile,172,157
2026-03-22,Firefox,168,155
2026-03-22,Safari,143,138
2026-03-22,Microsoft Edge,112,97
2026-03-22,Opera,48,44
2026-03-22,Mozilla,40,40
2026-03-22,WeChat,38,38
2026-03-22,Snapchat,33,33
2026-03-22,Chrome Webview,31,31
2026-03-22,Daum,24,24
2026-03-22,Microsoft Start,24,24
2026-03-22,Android Browser,19,15
2026-03-22,Chrome iOS,18,16
2026-03-22,Facebook,18,18
2026-03-22,Samsung Internet,12,10
2026-03-22,NewsArticle App,10,10
2026-03-22,QQ Browser,7,7
2026-03-22,Chrome Mobile iOS,6,6
2026-03-22,Firefox Mobile,5,5
2026-03-22,Huawei Browser Mobile,4,4
2026-03-22,Opera Mobile,4,4
2026-03-22,Google Search App,4,4
2026-03-22,OBS Studio,3,2
2026-03-22,vivo Browser,2,2
2026-03-22,LinkedIn,2,2
2026-03-22,Android Mobile,2,2
2026-03-22,AVG Secure Browser,2,2
2026-03-22,Sogou Explorer,2,2
2026-03-22,Naver,2,2
2026-03-22,Samsung Browser,1,1
2026-03-22,Avast Secure Browser,1,1
2026-03-22,Facebook Mobile,1,1
2026-03-22,Opera GX,1,1
2026-03-22,Opera Touch,1,1
2026-03-22,MIUI Browser,1,1
2026-03-22,UC Browser,1,1
2026-03-23,Chrome,4843,4582
2026-03-23,,449,446
2026-03-23,Mobile Safari,304,274
2026-03-23,Safari,260,239
2026-03-23,Firefox,202,180
2026-03-23,Microsoft Edge,164,149
2026-03-23,Chrome Mobile,157,151
2026-03-23,Opera,46,41
2026-03-23,Mozilla,44,44
2026-03-23,Chrome iOS,28,25
2026-03-23,Chrome Webview,24,23
2026-03-23,WeChat,22,22
2026-03-23,Snapchat,19,19
2026-03-23,Microsoft Start,19,19
2026-03-23,Facebook,18,18
2026-03-23,Daum,14,14
2026-03-23,Firefox Mobile,13,13
2026-03-23,Android Browser,9,8
2026-03-23,Chrome Mobile iOS,9,9
2026-03-23,LinkedIn,8,8
2026-03-23,OkHttp,7,6
2026-03-23,Samsung Internet,6,6
2026-03-23,OBS Studio,4,3
2026-03-23,Headless Chrome,3,3
2026-03-23,Naver,3,3
2026-03-23,AVG Secure Browser,3,1
2026-03-23,Smart Lenovo Browser,3,3
2026-03-23,QQ Browser,3,3
2026-03-23,Opera Mobile,2,2
2026-03-23,Google Search App,2,2
2026-03-23,Norton Private Browser,2,2
2026-03-23,Samsung Browser,2,2
2026-03-23,MIUI Browser,1,1
2026-03-23,Brave,1,1
2026-03-23,Android Mobile,1,1
2026-03-23,vivo Browser,1,1
2026-03-23,Sogou Explorer,1,1
2026-03-23,Hi Browser,1,1
2026-03-23,Firefox iOS,1,1
2026-03-23,Avast Secure Browser,1,1
2026-03-23,Huawei Browser Mobile,1,1
2026-03-24,Chrome,7652,7378
2026-03-24,,329,329
2026-03-24,Mobile Safari,276,245
2026-03-24,Safari,233,209
2026-03-24,Firefox,226,206
2026-03-24,Microsoft Edge,175,152
2026-03-24,Chrome Mobile,163,159
2026-03-24,Mozilla,47,47
2026-03-24,Snapchat,46,46
2026-03-24,Opera,42,35
2026-03-24,WeChat,39,39
2026-03-24,Chrome Webview,36,35
2026-03-24,Chrome iOS,32,31
2026-03-24,Facebook,31,31
2026-03-24,Daum,23,23
2026-03-24,Android Browser,18,14
2026-03-24,Microsoft Start,16,16
2026-03-24,NewsArticle App,14,14
2026-03-24,Chrome Mobile iOS,10,10
2026-03-24,Quark,7,7
2026-03-24,Firefox Mobile,7,7
2026-03-24,Samsung Internet,6,6
2026-03-24,Naver,5,5
2026-03-24,Google Search App,5,5
2026-03-24,LinkedIn,5,5
2026-03-24,UC Browser,4,4
2026-03-24,Samsung Browser,4,4
2026-03-24,OkHttp,4,3
2026-03-24,QQ Browser,3,3
2026-03-24,Aloha Browser,3,3
2026-03-24,Avast Secure Browser,3,3
2026-03-24,Android Mobile,2,2
2026-03-24,Firefox iOS,2,2
2026-03-24,vivo Browser,2,2
2026-03-24,Huawei Browser Mobile,2,2
2026-03-24,Sogou Explorer,2,2
2026-03-24,HeyTapBrowser,1,1
2026-03-24,Opera Mobile,1,1
2026-03-24,Norton Private Browser,1,1
2026-03-24,Headless Chrome,1,1
2026-03-24,OBS Studio,1,1
2026-03-24,Visual Studio Code,1,1
2026-03-24,Brave,1,1
2026-03-25,Chrome,26290,25975
2026-03-25,,395,395
2026-03-25,Mobile Safari,371,328
2026-03-25,Safari,250,216
2026-03-25,Microsoft Edge,193,174
2026-03-25,Firefox,171,153
2026-03-25,Chrome Mobile,146,144
2026-03-25,Mozilla,51,51
2026-03-25,WeChat,46,46
2026-03-25,Opera,41,37
2026-03-25,Daum,40,40
2026-03-25,Snapchat,38,38
2026-03-25,Microsoft Start,33,33
2026-03-25,Chrome Webview,32,32
2026-03-25,Facebook,30,30
2026-03-25,Chrome iOS,21,16
2026-03-25,Android Browser,21,18
2026-03-25,Headless Chrome,14,14
2026-03-25,Chrome Mobile iOS,12,10
2026-03-25,Samsung Internet,12,12
2026-03-25,LinkedIn,5,5
2026-03-25,Firefox Mobile,4,4
2026-03-25,OBS Studio,4,4
2026-03-25,NewsArticle App,4,4
2026-03-25,Norton Private Browser,4,1
2026-03-25,QQ Browser,3,3
2026-03-25,OkHttp,3,3
2026-03-25,Opera Mobile,3,3
2026-03-25,MIUI Browser,3,3
2026-03-25,Aloha Browser,2,2
2026-03-25,aweme,2,2
2026-03-25,Naver,2,2
2026-03-25,Facebook Mobile,1,1
2026-03-25,Quark,1,1
2026-03-25,Sogou Explorer,1,1
2026-03-25,Whale Browser,1,1
2026-03-25,Samsung Browser,1,1
2026-03-25,DingTalk,1,1
2026-03-25,Smart Lenovo Browser,1,1
2026-03-25,UC Browser,1,1
2026-03-25,Android Mobile,1,1
2026-03-25,HeyTapBrowser,1,1
2026-03-25,Google Search App,1,1
2026-03-25,vivo Browser,1,1
2026-03-26,Chrome,4903,4602
2026-03-26,,2665,2665
2026-03-26,Mobile Safari,386,356
2026-03-26,Safari,257,224
2026-03-26,Chrome Mobile,204,198
2026-03-26,Firefox,198,178
2026-03-26,Microsoft Edge,179,165
2026-03-26,Mozilla,63,63
2026-03-26,WeChat,53,53
2026-03-26,Opera,44,38
2026-03-26,Facebook,40,40
2026-03-26,Snapchat,38,38
2026-03-26,Chrome Webview,33,33
2026-03-26,Microsoft Start,33,33
2026-03-26,Daum,31,31
2026-03-26,Chrome iOS,23,21
2026-03-26,Firefox Mobile,12,11
2026-03-26,Android Browser,12,11
2026-03-26,Samsung Internet,11,9
2026-03-26,Headless Chrome,9,9
2026-03-26,LinkedIn,7,7
2026-03-26,Naver,6,6
2026-03-26,Chrome Mobile iOS,6,6
2026-03-26,OkHttp,6,5
2026-03-26,Sogou Explorer,6,6
2026-03-26,Quark,5,5
2026-03-26,QQ Browser,5,5
2026-03-26,Facebook Mobile,4,2
2026-03-26,Google Search App,3,3
2026-03-26,Opera Mobile,3,3
2026-03-26,MIUI Browser,3,2
2026-03-26,Instagram,2,2
2026-03-26,UC Browser,2,2
2026-03-26,vivo Browser,2,2
2026-03-26,Smart Lenovo Browser,1,1
2026-03-26,OBS Studio,1,1
2026-03-26,HeyTapBrowser,1,1
2026-03-26,Android Mobile,1,1
2026-03-26,aweme,1,1
2026-03-26,Samsung Browser,1,1
2026-03-26,NewsArticle App,1,1
2026-03-26,Firefox Mobile iOS,1,1
2026-03-26,Yandex Browser,1,1
2026-03-26,Ecosia,1,1
2026-03-26,Line,1,1
2026-03-27,Chrome,4284,4023
2026-03-27,,2589,2588
2026-03-27,Mobile Safari,308,277
2026-03-27,Safari,238,201
2026-03-27,Firefox,183,160
2026-03-27,Microsoft Edge,155,139
2026-03-27,Chrome Mobile,139,131
2026-03-27,Mozilla,75,75
2026-03-27,Snapchat,45,45
2026-03-27,WeChat,40,40
2026-03-27,Facebook,38,38
2026-03-27,Chrome iOS,37,33
2026-03-27,Daum,34,34
2026-03-27,Opera,32,28
2026-03-27,Microsoft Start,31,31
2026-03-27,Chrome Webview,24,24
2026-03-27,Samsung Internet,13,11
2026-03-27,Android Browser,12,10
2026-03-27,Headless Chrome,11,11
2026-03-27,QQ Browser,9,9
2026-03-27,Chrome Mobile iOS,7,7
2026-03-27,Huawei Browser Mobile,7,6
2026-03-27,LinkedIn,6,6
2026-03-27,Naver,5,5
2026-03-27,Samsung Browser,5,5
2026-03-27,MIUI Browser,4,4
2026-03-27,Sogou Explorer,4,4
2026-03-27,NewsArticle App,4,4
2026-03-27,Google Search App,4,4
2026-03-27,UC Browser,3,2
2026-03-27,Whale Browser,3,3
2026-03-27,OkHttp,3,3
2026-03-27,Firefox Mobile,3,3
2026-03-27,Smart Lenovo Browser,2,2
2026-03-27,Opera Mobile,2,2
2026-03-27,Quark,2,2
2026-03-27,Firefox iOS,2,2
2026-03-27,Opera GX,1,1
2026-03-27,vivo Browser,1,1
2026-03-27,Avast Secure Browser,1,1
2026-03-27,Brave,1,1
2026-03-27,DingTalk,1,1
2026-03-28,Chrome,3339,3227
2026-03-28,,737,737
2026-03-28,Mobile Safari,313,288
2026-03-28,Firefox,167,163
2026-03-28,Microsoft Edge,152,142
2026-03-28,Chrome Mobile,143,131
2026-03-28,Safari,137,124
2026-03-28,Mozilla,64,64
2026-03-28,WeChat,43,43
2026-03-28,Snapchat,34,34
2026-03-28,Facebook,34,34
2026-03-28,Opera,30,28
2026-03-28,Microsoft Start,26,26
2026-03-28,Daum,21,21
2026-03-28,Chrome Webview,18,18
2026-03-28,Chrome iOS,16,15
2026-03-28,Line,11,9
2026-03-28,Firefox Mobile,11,11
2026-03-28,NewsArticle App,9,9
2026-03-28,QQ Browser,8,8
2026-03-28,Samsung Internet,8,7
2026-03-28,Android Browser,7,5
2026-03-28,Chrome Mobile iOS,6,6
2026-03-28,Firefox iOS,5,4
2026-03-28,Quark,4,4
2026-03-28,Huawei Browser Mobile,4,4
2026-03-28,Naver,3,3
2026-03-28,Opera Mobile,3,3
2026-03-28,MIUI Browser,3,3
2026-03-28,Google Search App,2,2
2026-03-28,OkHttp,2,2
2026-03-28,Samsung Browser,2,2
2026-03-28,UC Browser,2,2
2026-03-28,Sogou Explorer,2,2
2026-03-28,LinkedIn,2,2
2026-03-28,Facebook Mobile,2,2
2026-03-28,DingTalk,1,1
2026-03-28,Instagram,1,1
2026-03-28,vivo Browser,1,1
2026-03-28,Huawei Browser,1,1
2026-03-28,Brave,1,1
2026-03-28,OBS Studio,1,1
2026-03-29,Chrome,4760,4655
2026-03-29,,373,373
2026-03-29,Mobile Safari,278,262
2026-03-29,Microsoft Edge,187,169
2026-03-29,Firefox,164,149
2026-03-29,Chrome Mobile,161,159
2026-03-29,Safari,121,110
2026-03-29,Mozilla,41,41
2026-03-29,Opera,37,35
2026-03-29,Chrome iOS,19,18
2026-03-29,Android Browser,12,12
2026-03-29,Samsung Internet,10,9
2026-03-29,Microsoft Start,9,9
2026-03-29,WeChat,9,9
2026-03-29,Chrome Webview,9,9
2026-03-29,Snapchat,8,8
2026-03-29,Daum,7,7
2026-03-29,Facebook,7,7
2026-03-29,Firefox Mobile,7,7
2026-03-29,Chrome Mobile iOS,6,6
2026-03-29,vivo Browser,5,5
2026-03-29,LinkedIn,4,4
2026-03-29,Huawei Browser Mobile,4,4
2026-03-29,OBS Studio,3,3
2026-03-29,QQ Browser,3,3
2026-03-29,Quark,2,2
2026-03-29,UC Browser,2,2
2026-03-29,QtWebEngine,2,2
2026-03-29,Sogou Explorer,2,2
2026-03-29,Internet Explorer,2,2
2026-03-29,MIUI Browser,2,2
2026-03-29,NewsArticle App,2,2
2026-03-29,Opera Mobile,2,2
2026-03-29,Firefox iOS,2,2
2026-03-29,Samsung Browser,1,1
2026-03-29,HeyTapBrowser,1,1
2026-03-29,Hi Browser,1,1
2026-03-29,Aloha Browser,1,1
2026-03-29,Baidu Box App,1,1
2026-03-29,Thunder,1,1
2026-03-29,Facebook Mobile,1,1
2026-03-29,Headless Chrome,1,1
2026-03-29,Norton Private Browser,1,1
2026-03-30,Chrome,7957,7728
2026-03-30,,371,370
2026-03-30,Mobile Safari,321,288
2026-03-30,Safari,274,253
2026-03-30,Microsoft Edge,226,198
2026-03-30,Firefox,198,185
2026-03-30,Chrome Mobile,155,145
2026-03-30,Opera,40,35
2026-03-30,Mozilla,33,33
2026-03-30,Chrome iOS,19,18
2026-03-30,Android Browser,18,12
2026-03-30,Samsung Internet,13,11
2026-03-30,WeChat,13,13
2026-03-30,Chrome Webview,13,13
2026-03-30,LinkedIn,12,12
2026-03-30,NewsArticle App,8,8
2026-03-30,Snapchat,8,8
2026-03-30,Opera Mobile,7,7
2026-03-30,QQ Browser,7,7
2026-03-30,Chrome Mobile iOS,6,6
2026-03-30,Huawei Browser Mobile,6,6
2026-03-30,Sogou Explorer,5,5
2026-03-30,Firefox Mobile,5,4
2026-03-30,Facebook,5,5
2026-03-30,Microsoft Start,4,4
2026-03-30,Brave,3,3
2026-03-30,Daum,3,3
2026-03-30,Samsung Browser,2,2
2026-03-30,Quark,2,2
2026-03-30,CCleaner,2,2
2026-03-30,Avast Secure Browser,2,2
2026-03-30,vivo Browser,2,2
2026-03-30,Facebook Mobile,2,2
2026-03-30,Line,1,1
2026-03-30,MIUI Browser,1,1
2026-03-30,JioSphere,1,1
2026-03-30,Norton Private Browser,1,1
2026-03-30,Google Search App,1,1
2026-03-30,Yandex Browser,1,1
2026-03-30,Hi Browser,1,1
2026-03-30,HeyTapBrowser,1,1
2026-03-30,RDDocuments,1,1
2026-03-30,Huawei Browser,1,1
2026-03-30,Headless Chrome,1,1
2026-03-30,OkHttp,1,1
2026-03-30,AVG Secure Browser,1,1
2026-03-30,Firefox iOS,1,1
2026-03-30,UC Browser,1,1
2026-03-30,Android Mobile,1,1
2026-03-30,OBS Studio,1,1
2026-03-31,Chrome,7075,6735
2026-03-31,,457,457
2026-03-31,Mobile Safari,410,369
2026-03-31,Safari,299,256
2026-03-31,Firefox,265,230
2026-03-31,Microsoft Edge,215,197
2026-03-31,Chrome Mobile,186,178
2026-03-31,Mozilla,65,65
2026-03-31,WeChat,58,58
2026-03-31,Snapchat,45,45
2026-03-31,Opera,43,37
2026-03-31,Chrome iOS,43,39
2026-03-31,Facebook,42,42
2026-03-31,Chrome Webview,28,28
2026-03-31,Microsoft Start,25,25
2026-03-31,Daum,24,24
2026-03-31,Samsung Internet,18,16
2026-03-31,Android Browser,14,11
2026-03-31,LinkedIn,13,13
2026-03-31,Naver,8,8
2026-03-31,Chrome Mobile iOS,8,8
2026-03-31,OkHttp,5,4
2026-03-31,Firefox iOS,5,3
2026-03-31,NewsArticle App,4,4
2026-03-31,Opera Mobile,4,4
2026-03-31,MIUI Browser,4,4
2026-03-31,QQ Browser,4,4
2026-03-31,Quark,3,3
2026-03-31,Headless Chrome,3,3
2026-03-31,Norton Private Browser,3,2
2026-03-31,UC Browser,2,2
2026-03-31,Huawei Browser Mobile,2,2
2026-03-31,Avast Secure Browser,2,2
2026-03-31,vivo Browser,2,2
2026-03-31,Sogou Explorer,2,2
2026-03-31,Huawei Browser,2,2
2026-03-31,OBS Studio,2,2
2026-03-31,Smart Lenovo Browser,1,1
2026-03-31,Opera GX,1,1
2026-03-31,Zalo,1,1
2026-03-31,CCleaner,1,1
2026-03-31,HeyTapBrowser,1,1
2026-03-31,Android Mobile,1,1
2026-03-31,Brave,1,1
2026-03-31,Samsung Browser,1,1
2026-03-31,Light,1,1
2026-03-31,Google Search App,1,1
2026-03-31,Firefox Mobile,1,1
