DATE,DOW,METRIC_NAME,METRIC_VALUE,MR,X_BAR,MR_BAR,UNPL,LNPL,URL,SIGNAL_RULE_1,SIGNAL_RULE_2,SIGNAL_RULE_3,MR_SIGNAL,ANY_SIGNAL
2025-08-21,4,CLICKS,874,54,2518.46,551.15,3984.53,1052.39,1800.62,true,true,true,false,true
2025-08-28,4,CLICKS,957,83,2518.46,551.15,3984.53,1052.39,1800.62,true,true,true,false,true
2025-09-04,4,CLICKS,1492,535,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2025-09-11,4,CLICKS,1739,247,2518.46,551.15,3984.53,1052.39,1800.62,false,true,false,false,true
2025-09-18,4,CLICKS,1253,486,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2025-09-25,4,CLICKS,1099,154,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2025-10-02,4,CLICKS,1347,248,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2025-10-09,4,CLICKS,1144,203,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2025-10-16,4,CLICKS,1146,2,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2025-10-23,4,CLICKS,1476,330,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2025-10-30,4,CLICKS,1946,470,2518.46,551.15,3984.53,1052.39,1800.62,false,true,false,false,true
2025-11-06,4,CLICKS,2037,91,2518.46,551.15,3984.53,1052.39,1800.62,false,true,false,false,true
2025-11-13,4,CLICKS,1783,254,2518.46,551.15,3984.53,1052.39,1800.62,false,true,false,false,true
2025-11-20,4,CLICKS,1606,177,2518.46,551.15,3984.53,1052.39,1800.62,false,true,false,false,true
2025-11-27,4,CLICKS,821,785,2518.46,551.15,3984.53,1052.39,1800.62,true,true,false,false,true
2025-12-04,4,CLICKS,1899,1078,2518.46,551.15,3984.53,1052.39,1800.62,false,true,false,false,true
2025-12-11,4,CLICKS,1749,150,2518.46,551.15,3984.53,1052.39,1800.62,false,true,false,false,true
2025-12-18,4,CLICKS,1207,542,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2025-12-25,4,CLICKS,848,359,2518.46,551.15,3984.53,1052.39,1800.62,true,true,true,false,true
2026-01-01,4,CLICKS,233,615,2518.46,551.15,3984.53,1052.39,1800.62,true,true,true,false,true
2026-01-08,4,CLICKS,1321,1088,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2026-01-15,4,CLICKS,1239,82,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2026-01-22,4,CLICKS,1194,45,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2026-01-29,4,CLICKS,1164,30,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2026-02-05,4,CLICKS,1248,84,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2026-02-12,4,CLICKS,1238,10,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2026-02-19,4,CLICKS,989,249,2518.46,551.15,3984.53,1052.39,1800.62,true,true,true,false,true
2026-02-26,4,CLICKS,1175,186,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2026-03-05,4,CLICKS,1143,32,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2026-03-12,4,CLICKS,1012,131,2518.46,551.15,3984.53,1052.39,1800.62,true,true,true,false,true
2026-03-19,4,CLICKS,913,99,2518.46,551.15,3984.53,1052.39,1800.62,true,true,true,false,true
2026-03-26,4,CLICKS,1273,360,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2026-04-02,4,CLICKS,1217,56,2518.46,551.15,3984.53,1052.39,1800.62,false,true,true,false,true
2023-01-06,5,CLICKS,3927,,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-01-13,5,CLICKS,3543,384,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-01-20,5,CLICKS,2841,702,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2023-01-27,5,CLICKS,2712,129,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2023-02-03,5,CLICKS,3428,716,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-02-10,5,CLICKS,3655,227,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-02-17,5,CLICKS,4376,721,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-02-24,5,CLICKS,3288,1088,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2023-03-03,5,CLICKS,3506,218,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-03-10,5,CLICKS,4240,734,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-03-17,5,CLICKS,5498,1258,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-03-24,5,CLICKS,6789,1291,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-03-31,5,CLICKS,4579,2210,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-04-07,5,CLICKS,2353,2226,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,true,true
2023-04-14,5,CLICKS,3332,979,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-04-21,5,CLICKS,4815,1483,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-04-28,5,CLICKS,3762,1053,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-05-05,5,CLICKS,3645,117,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-05-12,5,CLICKS,3813,168,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-05-19,5,CLICKS,3623,190,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-05-26,5,CLICKS,3518,105,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-06-02,5,CLICKS,3483,35,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-06-09,5,CLICKS,3900,417,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-06-16,5,CLICKS,3842,58,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-06-23,5,CLICKS,4343,501,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-06-30,5,CLICKS,4414,71,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-07-07,5,CLICKS,5268,854,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-07-14,5,CLICKS,6030,762,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-07-21,5,CLICKS,7304,1274,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-07-28,5,CLICKS,4902,2402,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-08-04,5,CLICKS,4648,254,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-08-11,5,CLICKS,3946,702,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-08-18,5,CLICKS,4233,287,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-08-25,5,CLICKS,3150,1083,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2023-09-01,5,CLICKS,3765,615,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-09-08,5,CLICKS,2840,925,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2023-09-15,5,CLICKS,5111,2271,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-09-22,5,CLICKS,5247,136,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-09-29,5,CLICKS,6183,936,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-10-06,5,CLICKS,6134,49,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-10-13,5,CLICKS,6808,674,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-10-20,5,CLICKS,7271,463,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-10-27,5,CLICKS,8597,1326,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-11-03,5,CLICKS,5287,3310,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-11-10,5,CLICKS,5429,142,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-11-17,5,CLICKS,5303,126,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-11-24,5,CLICKS,6692,1389,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2023-12-01,5,CLICKS,6551,141,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-12-08,5,CLICKS,7723,1172,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-12-15,5,CLICKS,8295,572,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-12-22,5,CLICKS,9337,1042,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-12-29,5,CLICKS,7286,2051,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2024-01-05,5,CLICKS,6630,656,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-01-12,5,CLICKS,6094,536,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-01-19,5,CLICKS,6298,204,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-01-26,5,CLICKS,6792,494,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-02-02,5,CLICKS,6280,512,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-02-09,5,CLICKS,6124,156,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-02-16,5,CLICKS,6797,673,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-02-23,5,CLICKS,7976,1179,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-03-01,5,CLICKS,10290,2314,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2024-03-08,5,CLICKS,10958,668,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-03-15,5,CLICKS,9919,1039,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-03-22,5,CLICKS,8651,1268,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2024-03-29,5,CLICKS,7819,832,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-04-05,5,CLICKS,10241,2422,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2024-04-12,5,CLICKS,9234,1007,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-04-19,5,CLICKS,5744,3490,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,true,true
2024-04-26,5,CLICKS,4981,763,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-05-03,5,CLICKS,4864,117,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-05-10,5,CLICKS,4051,813,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-05-17,5,CLICKS,4968,917,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-05-24,5,CLICKS,4492,476,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-05-31,5,CLICKS,4311,181,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-06-07,5,CLICKS,3705,606,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2024-06-14,5,CLICKS,3187,518,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2024-06-21,5,CLICKS,2664,523,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2024-06-28,5,CLICKS,2702,38,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2024-07-05,5,CLICKS,2376,326,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2024-07-12,5,CLICKS,3017,641,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2024-07-19,5,CLICKS,2585,432,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2024-07-26,5,CLICKS,2361,224,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-08-02,5,CLICKS,2341,20,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-08-09,5,CLICKS,2750,409,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-08-16,5,CLICKS,2310,440,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-08-23,5,CLICKS,1988,322,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-08-30,5,CLICKS,1564,424,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-09-06,5,CLICKS,2213,649,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-09-13,5,CLICKS,2406,193,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-09-20,5,CLICKS,2612,206,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-09-27,5,CLICKS,2196,416,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-10-04,5,CLICKS,5312,3116,2363.38,362.54,3327.74,1399.03,1184.41,true,false,false,true,true
2024-10-11,5,CLICKS,2927,2385,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,true,true
2024-10-18,5,CLICKS,2803,124,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-10-25,5,CLICKS,2457,346,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-11-01,5,CLICKS,2377,80,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-11-08,5,CLICKS,2201,176,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-11-15,5,CLICKS,2317,116,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-11-22,5,CLICKS,3067,750,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-11-29,5,CLICKS,2812,255,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-12-06,5,CLICKS,2915,103,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-12-13,5,CLICKS,3158,243,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-12-20,5,CLICKS,2114,1044,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2024-12-27,5,CLICKS,2093,21,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2025-01-03,5,CLICKS,2351,258,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2025-01-10,5,CLICKS,2779,428,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2025-01-17,5,CLICKS,2418,361,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2025-01-24,5,CLICKS,2119,299,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2025-01-31,5,CLICKS,2102,17,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2025-02-07,5,CLICKS,2189,87,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2025-02-14,5,CLICKS,2230,41,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2025-02-21,5,CLICKS,3331,1101,2363.38,362.54,3327.74,1399.03,1184.41,true,false,false,false,true
2025-02-28,5,CLICKS,2867,464,2363.38,362.54,3327.74,1399.03,1184.41,false,false,false,false,false
2025-03-07,5,CLICKS,1905,962,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2025-03-14,5,CLICKS,2238,333,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2025-03-21,5,CLICKS,2265,27,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2025-03-28,5,CLICKS,1930,335,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2025-04-04,5,CLICKS,1929,1,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2025-04-11,5,CLICKS,2020,91,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2025-04-18,5,CLICKS,1819,201,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2025-04-25,5,CLICKS,1702,117,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-05-02,5,CLICKS,1644,58,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-05-09,5,CLICKS,1716,72,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-05-16,5,CLICKS,1355,361,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-05-23,5,CLICKS,1436,81,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-05-30,5,CLICKS,1215,221,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-06-06,5,CLICKS,1105,110,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-06-13,5,CLICKS,1020,85,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-06-20,5,CLICKS,1184,164,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-06-27,5,CLICKS,1046,138,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-07-04,5,CLICKS,651,395,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-07-11,5,CLICKS,1035,384,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-07-18,5,CLICKS,1595,560,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-07-25,5,CLICKS,888,707,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-08-01,5,CLICKS,923,35,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-08-08,5,CLICKS,846,77,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-08-15,5,CLICKS,701,145,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-08-22,5,CLICKS,821,120,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-08-29,5,CLICKS,871,50,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-09-05,5,CLICKS,1496,625,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-09-12,5,CLICKS,1440,56,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-09-19,5,CLICKS,1172,268,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-09-26,5,CLICKS,951,221,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-10-03,5,CLICKS,1334,383,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-10-10,5,CLICKS,954,380,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-10-17,5,CLICKS,1110,156,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-10-24,5,CLICKS,1304,194,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-10-31,5,CLICKS,1735,431,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2025-11-07,5,CLICKS,1789,54,2363.38,362.54,3327.74,1399.03,1184.41,false,true,false,false,true
2025-11-14,5,CLICKS,1696,93,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-11-21,5,CLICKS,1346,350,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-11-28,5,CLICKS,1005,341,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-12-05,5,CLICKS,1440,435,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-12-12,5,CLICKS,1593,153,2363.38,362.54,3327.74,1399.03,1184.41,false,true,true,false,true
2025-12-19,5,CLICKS,1190,403,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2025-12-26,5,CLICKS,1258,68,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-01-02,5,CLICKS,615,643,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-01-09,5,CLICKS,887,272,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-01-16,5,CLICKS,1126,239,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-01-23,5,CLICKS,1216,90,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-01-30,5,CLICKS,939,277,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-02-06,5,CLICKS,1143,204,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-02-13,5,CLICKS,1092,51,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-02-20,5,CLICKS,915,177,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-02-27,5,CLICKS,1047,132,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-03-06,5,CLICKS,1090,43,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-03-13,5,CLICKS,744,346,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-03-20,5,CLICKS,637,107,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-03-27,5,CLICKS,1066,429,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2026-04-03,5,CLICKS,23,1043,2363.38,362.54,3327.74,1399.03,1184.41,true,true,true,false,true
2023-01-07,6,CLICKS,2917,,2426.23,315.38,3265.15,1587.31,1030.36,false,false,false,false,false
2023-01-14,6,CLICKS,3188,271,2426.23,315.38,3265.15,1587.31,1030.36,false,false,false,false,false
2023-01-21,6,CLICKS,2174,1014,2426.23,315.38,3265.15,1587.31,1030.36,false,false,false,false,false
2023-01-28,6,CLICKS,2088,86,2426.23,315.38,3265.15,1587.31,1030.36,false,false,false,false,false
2023-02-04,6,CLICKS,3173,1085,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,true,true
2023-02-11,6,CLICKS,3101,72,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,false,true
2023-02-18,6,CLICKS,3636,535,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-02-25,6,CLICKS,2758,878,2426.23,315.38,3265.15,1587.31,1030.36,false,true,false,false,true
2023-03-04,6,CLICKS,2921,163,2426.23,315.38,3265.15,1587.31,1030.36,false,true,false,false,true
2023-03-11,6,CLICKS,3902,981,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-03-18,6,CLICKS,4912,1010,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-03-25,6,CLICKS,7729,2817,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-04-01,6,CLICKS,3771,3958,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-04-08,6,CLICKS,1998,1773,2426.23,315.38,3265.15,1587.31,1030.36,false,false,false,true,true
2023-04-15,6,CLICKS,3096,1098,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,true,true
2023-04-22,6,CLICKS,4482,1386,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-04-29,6,CLICKS,3244,1238,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,true,true
2023-05-06,6,CLICKS,3154,90,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,false,true
2023-05-13,6,CLICKS,3040,114,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,false,true
2023-05-20,6,CLICKS,3057,17,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,false,true
2023-05-27,6,CLICKS,2832,225,2426.23,315.38,3265.15,1587.31,1030.36,false,true,false,false,true
2023-06-03,6,CLICKS,2943,111,2426.23,315.38,3265.15,1587.31,1030.36,false,true,false,false,true
2023-06-10,6,CLICKS,3144,201,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,false,true
2023-06-17,6,CLICKS,3237,93,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,false,true
2023-06-24,6,CLICKS,3663,426,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-07-01,6,CLICKS,4634,971,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-07-08,6,CLICKS,5125,491,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-07-15,6,CLICKS,6152,1027,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-07-22,6,CLICKS,7181,1029,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-07-29,6,CLICKS,7537,356,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-08-05,6,CLICKS,4700,2837,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-08-12,6,CLICKS,4350,350,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-08-19,6,CLICKS,3968,382,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-08-26,6,CLICKS,3067,901,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,false,true
2023-09-02,6,CLICKS,3775,708,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-09-09,6,CLICKS,3069,706,2426.23,315.38,3265.15,1587.31,1030.36,false,true,true,false,true
2023-09-16,6,CLICKS,6426,3357,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-09-23,6,CLICKS,6259,167,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-09-30,6,CLICKS,6956,697,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-10-07,6,CLICKS,6947,9,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-10-14,6,CLICKS,8655,1708,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-10-21,6,CLICKS,6953,1702,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-10-28,6,CLICKS,8754,1801,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-11-04,6,CLICKS,5958,2796,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-11-11,6,CLICKS,5576,382,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-11-18,6,CLICKS,5776,200,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-11-25,6,CLICKS,6424,648,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-12-02,6,CLICKS,7495,1071,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-12-09,6,CLICKS,8805,1310,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-12-16,6,CLICKS,8983,178,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
2023-12-23,6,CLICKS,10363,1380,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2023-12-30,6,CLICKS,7449,2914,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,true,true
2024-01-06,6,CLICKS,7248,201,2426.23,315.38,3265.15,1587.31,1030.36,true,true,true,false,true
