DATE,VALUE,MR,X_BAR,MR_BAR,UNPL,LNPL,URL,TWO_SIGMA_UPPER,TWO_SIGMA_LOWER,SIGNAL_RULE_1,SIGNAL_RULE_2,SIGNAL_RULE_3,MR_SIGNAL,ANY_SIGNAL
2023-08-27,13332,255,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-08-28,19985,6653,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-08-29,21296,1311,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-08-30,21800,504,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-08-31,20133,1667,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-01,17843,2290,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-02,13125,4718,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-03,13545,420,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-04,16027,2482,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-05,20446,4419,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-06,20063,383,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-07,20123,60,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-08,19414,709,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-09,13012,6402,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-10,13648,636,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-11,20329,6681,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-12,21222,893,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-13,21763,541,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-14,20959,804,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-15,19741,1218,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-16,16002,3739,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-17,16241,239,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-18,20876,4635,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-19,22065,1189,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-20,22460,395,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-09-21,23039,579,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-09-22,20726,2313,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-23,15296,5430,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-24,16028,732,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-09-25,22205,6177,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-09-26,23610,1405,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2023-09-27,24432,822,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2023-09-28,24363,69,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2023-09-29,26030,1667,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-09-30,20742,5288,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-10-01,21010,268,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-10-02,28408,7398,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-03,27963,445,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-04,27979,16,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-05,28109,130,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-06,25049,3060,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-07,19337,5712,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-10-08,20639,1302,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-10-09,25403,4764,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-10,26214,811,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-11,28567,2353,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-12,26435,2132,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-13,20837,5598,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-10-14,17003,3834,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-10-15,17356,353,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-10-16,23610,6254,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-10-17,24653,1043,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-10-18,24681,28,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-10-19,25114,433,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2023-10-20,24073,1041,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-10-21,17900,6173,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-10-22,18343,443,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-10-23,25888,7545,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-24,27253,1365,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-25,28798,1545,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-26,27170,1628,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-27,25038,2132,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-28,18993,6045,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-10-29,19332,339,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-10-30,26013,6681,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-10-31,33270,7257,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-11-01,27061,6209,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-11-02,25392,1669,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-11-03,23250,2142,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2023-11-04,16282,6968,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-05,17546,1264,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-06,23869,6323,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-11-07,24924,1055,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2023-11-08,26515,1591,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2023-11-09,24700,1815,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-11-10,21159,3541,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-11,16795,4364,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-12,17384,589,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-13,23738,6354,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-11-14,25060,1322,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2023-11-15,25688,628,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2023-11-16,24836,852,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2023-11-17,23392,1444,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-11-18,17246,6146,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-19,17596,350,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-20,23570,5974,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-11-21,25061,1491,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2023-11-22,23774,1287,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2023-11-23,19726,4048,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-24,20807,1081,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-25,17927,2880,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-11-26,18048,121,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-11-27,25129,7081,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-11-28,26204,1075,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-11-29,27474,1270,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-11-30,26969,505,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-01,24679,2290,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2023-12-02,18577,6102,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-03,18713,136,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-04,25679,6966,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-05,25748,69,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-06,26004,256,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-07,24885,1119,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-08,23415,1470,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2023-12-09,19661,3754,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-10,20138,477,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-11,25948,5810,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-12,26897,949,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-13,25444,1453,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-14,25441,3,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-15,24213,1228,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2023-12-16,19630,4583,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-17,19186,444,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-18,23892,4706,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2023-12-19,25092,1200,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2023-12-20,23911,1181,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2023-12-21,22409,1502,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-22,21350,1059,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-23,19498,1852,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-24,19655,157,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-25,19050,605,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2023-12-26,16988,2062,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-12-27,18482,1494,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-12-28,18807,325,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-12-29,18904,97,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-12-30,17373,1531,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2023-12-31,17624,251,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-01,19806,2182,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-02,21369,1563,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-03,21827,458,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-04,21720,107,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-05,21137,583,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-06,17659,3478,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-07,18051,392,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-08,21847,3796,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-09,19912,1935,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-10,20717,805,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-11,20976,259,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-12,21013,37,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-13,16853,4160,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-14,16724,129,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-15,20083,3359,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-16,21955,1872,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-17,23836,1881,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-01-18,23416,420,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-01-19,22334,1082,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-20,17589,4745,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-21,17647,58,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-22,23560,5913,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-01-23,24547,987,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-01-24,24987,440,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2024-01-25,23894,1093,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-01-26,23105,789,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-01-27,17739,5366,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-28,17733,6,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-01-29,23848,6115,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-01-30,25116,1268,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2024-01-31,26205,1089,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2024-02-01,24639,1566,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-02-02,23317,1322,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-02-03,16904,6413,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-02-04,17876,972,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-02-05,23632,5756,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-02-06,25916,2284,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2024-02-07,25821,95,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2024-02-08,25457,364,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,false,true,false,true
2024-02-09,23360,2097,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-02-10,17415,5945,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-02-11,18199,784,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-02-12,23316,5117,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-02-13,25039,1723,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-02-14,24989,50,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-02-15,23647,1342,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-02-16,22702,945,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-02-17,18858,3844,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-02-18,19115,257,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-02-19,22348,3233,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-02-20,24258,1910,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-02-21,24402,144,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-02-22,25595,1193,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-02-23,25826,231,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-02-24,20593,5233,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-02-25,19612,981,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-02-26,25758,6146,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-02-27,26026,268,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-02-28,27242,1216,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-02-29,26925,317,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-01,26473,452,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-02,20760,5713,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-03-03,21526,766,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-03-04,26573,5047,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-05,27114,541,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-06,28302,1188,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-07,28212,90,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-08,25949,2263,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-09,24270,1679,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-03-10,24496,226,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-03-11,26785,2289,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-12,26522,263,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-13,27074,552,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-14,26163,911,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-15,25502,661,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-16,20141,5361,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-03-17,22422,2281,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-03-18,25457,3035,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-19,26272,815,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-20,26502,230,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-21,26189,313,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-22,24687,1502,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-03-23,20384,4303,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-03-24,20553,169,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-03-25,25146,4593,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-26,25611,465,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-27,25294,317,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-28,24932,362,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-03-29,22463,2469,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-03-30,19963,2500,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-03-31,20225,262,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-04-01,23460,3235,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,true,false,true
2024-04-02,26718,3258,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-04-03,29286,2568,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-04-04,29206,80,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-04-05,26912,2294,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-04-06,22152,4760,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-04-07,22222,70,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,true,false,false,true
2024-04-08,27029,4807,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-04-09,27581,552,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-04-10,27853,272,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-04-11,28705,852,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-04-12,25908,2797,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,true,true,true,false,true
2024-04-13,17439,8469,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,true,true
2024-04-14,18413,974,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-04-15,23274,4861,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-04-16,23945,671,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-04-17,24127,182,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-04-18,23229,898,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
2024-04-19,21349,1880,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-04-20,15921,5428,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-04-21,16314,393,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,false,false,false
2024-04-22,24182,7868,17954.62,2543.62,24720.66,11188.59,8310.01,22456.83,13452.41,false,false,true,false,true
